t,side,score,ts_4h,ts_1d,fwd_1d,absraw_1d,fwd_3d,absraw_3d,fwd_7d,absraw_7d,fwd_14d,absraw_14d
1642852800000,short,-70.0,3.014286054067833,1.630128689043193,-0.0011329622066187373,0.0011329622066187373,-0.02102274316725879,0.02102274316725879,-0.05793493160265197,0.05793493160265197,-0.1572439645284919,0.1572439645284919
1642867200000,short,-75.0,3.125054758344999,1.630128689043193,-0.003920171062009979,0.003920171062009979,-0.04899501069137562,0.04899501069137562,-0.06972202423378475,0.06972202423378475,-0.1766215253029223,0.1766215253029223
1642881600000,short,-70.0,3.261212910110883,1.630128689043193,0.0005809834207170186,-0.0005809834207170186,-0.04398469604647867,0.04398469604647867,-0.08558877710075102,0.08558877710075102,-0.17994898682159557,0.17994898682159557
1642896000000,short,-70.0,3.5089453629049703,1.790700652945363,-0.012463612469264902,0.012463612469264902,-0.034705932227340815,0.034705932227340815,-0.06849334426136845,0.06849334426136845,-0.17231438826555126,0.17231438826555126
1642910400000,short,-61.66666666666667,3.697911331997668,1.790700652945363,0.002982530890498509,-0.002982530890498509,-0.07183638687686408,0.07183638687686408,-0.08197699190455901,0.08197699190455901,-0.17895185342991052,0.17895185342991052
1642996800000,short,-75.0,3.1189619172375607,1.8112482840979713,-0.02378917378917379,0.02378917378917379,-0.023376068376068378,0.023376068376068378,-0.050840455840455843,0.050840455840455843,-0.2192165242165242,0.2192165242165242
1643011200000,short,-90.0,2.729218795845622,1.8112482840979713,-0.03119279176201373,0.03119279176201373,-0.04181922196796339,0.04181922196796339,-0.06168478260869565,0.06168478260869565,-0.21857837528604118,0.21857837528604118
1643025600000,short,-100.0,2.5841829266312564,1.8112482840979713,-0.10349049900984113,0.10349049900984113,-0.10811627942132394,0.10811627942132394,-0.12016447219240828,0.12016447219240828,-0.28827984459796524,0.28827984459796524
1643126400000,short,-63.33333333333333,1.1176114942017492,1.9598043150090132,-0.039640153831519157,0.039640153831519157,-0.007623629173631212,0.007623629173631212,-0.06256539877967576,0.06256539877967576,-0.16903800943101363,0.16903800943101363
1644998400000,long,65.0,1.3258189420787103,1.419109556371781,-0.014869930576790225,-0.014869930576790225,-0.09440650516993397,-0.09440650516993397,-0.12468997383888833,-0.12468997383888833,-0.007599180058664311,-0.007599180058664311
1648252800000,long,64.16666666666667,2.441748097720694,1.1163648125431664,0.012613756134048075,0.012613756134048075,0.07401656901299908,0.07401656901299908,0.06294411641374933,0.06294411641374933,-0.03826059362852318,-0.03826059362852318
1648267200000,long,64.16666666666667,2.5194866962171654,1.1163648125431664,0.004542124542124542,0.004542124542124542,0.07198647506339814,0.07198647506339814,0.04866723020569175,0.04866723020569175,-0.04466610312764159,-0.04466610312764159
1648281600000,long,67.5,2.567038041270368,1.1163648125431664,0.002597577842998347,0.002597577842998347,0.06848159767904732,0.06848159767904732,0.0469025852084247,0.0469025852084247,-0.045339540532334785,-0.045339540532334785
1648339200000,long,57.49999999999999,2.3418939174246907,1.268883917583901,0.050218242865137104,0.050218242865137104,0.05758254057078903,0.05758254057078903,0.031382204812534974,0.031382204812534974,-0.045976496922216004,-0.045976496922216004
1648353600000,long,70.83333333333334,2.3257184583501886,1.268883917583901,0.0569854591149807,0.0569854591149807,0.0595660174131586,0.0595660174131586,0.04032402836370164,0.04032402836370164,-0.04165918678754151,-0.04165918678754151
1648368000000,long,67.5,2.251510047889583,1.268883917583901,0.05437415881561238,0.05437415881561238,0.0636159712875729,0.0636159712875729,0.03816733961417676,0.03816733961417676,-0.0436855091969493,-0.0436855091969493
1648382400000,long,64.16666666666667,2.149082598157255,1.268883917583901,0.06174173363044995,0.06174173363044995,0.06433024962297702,0.06433024962297702,0.04395975420352488,0.04395975420352488,-0.041708870731762215,-0.041708870731762215
1648396800000,long,67.5,2.073889035412362,1.268883917583901,0.05637942551770207,0.05637942551770207,0.05143620574482298,0.05143620574482298,0.030817189935426408,0.030817189935426408,-0.047895791583166335,-0.047895791583166335
1648411200000,long,70.83333333333334,1.7900733164745737,1.268883917583901,0.03905682274211217,0.03905682274211217,0.02485927179253571,0.02485927179253571,0.005856896495623597,0.005856896495623597,-0.0657816245295502,-0.0657816245295502
1648425600000,long,70.0,1.8831591786823738,1.4168423690791272,0.009921459552202224,0.009921459552202224,0.004614384517834117,0.004614384517834117,-0.022752219273847202,-0.022752219273847202,-0.0990440870871831,-0.0990440870871831
1648440000000,long,70.0,2.1196586827918167,1.4168423690791272,0.009606504824482257,0.009606504824482257,-0.0018257666627745283,-0.0018257666627745283,-0.022174573014744126,-0.022174573014744126,-0.1032301209039668,-0.1032301209039668
1648454400000,long,68.33333333333333,2.389405439062326,1.4168423690791272,0.010754403880520806,0.010754403880520806,0.004488979661305421,0.004488979661305421,-0.017924006467534677,-0.017924006467534677,-0.10232107905710153,-0.10232107905710153
1648468800000,long,70.0,2.568199737706449,1.4168423690791272,0.01348314606741573,0.01348314606741573,0.0041869832520669914,0.0041869832520669914,-0.024485902056391774,-0.024485902056391774,-0.12793088827644689,-0.12793088827644689
1648483200000,long,68.33333333333333,2.741823311436248,1.4168423690791272,0.0008536739597824713,0.0008536739597824713,-0.037129547658193165,-0.037129547658193165,-0.036497196576872816,-0.036497196576872816,-0.14104590868850386,-0.14104590868850386
